,0,1
352,54,Thinking about something along the lines of this as my next tattoo. Artistically done beauty and the beast rose. But I need ideas of placement. Anyone?
353,54,The last few months have sucked ass. It sure would be nice if it would stop going bad just when starts going so well.
354,54,This Lil one keeps me together. If only people could just truly love unconditionally. Be there for you every time you need it and stop disappointing and letting me down. I'm so thankful to have her. Best love ever is from that of a pet. This one is amazing and I couldn't imagine my life without her.
355,54,I had way too much excitement this morning! Enough close calls my family and friends. I love you and be safe.
356,54,Definitely not going in early with no plows out! I hope I'll be able to make it work tomorrow morning.
357,54,We'll see if I can even make it outta the parking lot. Yet alone making it to work.
358,54,I believe this is the first white Christmas I've ever had. Yet it sucks cause I don't get to wake to anyone one to celebrate it. Yeah this yr blows worst then last yr.
359,54,Waking up with uncontrollable pain in my side. Ugh. I might be going in the doctors to make sure it's not serious. Happy Christmas to me. I was having such good luck with at least not getting sick.
360,56,"Evie is one year old! And predictably, as the second child, she got a piece of cake two days after her birthday...and nothing else from us so far. "
361,56,"Wow. Just finished reading The Handmaid's Tale. Dang, Margaret Atwood. Don't know why I never read it before, but I think it probably was a lot more affecting now that I am a mother. Also, her dystopian society seems frighteningly plausible to me, especially compared to all the dystopian literature that's popular these days."
362,56,"I'm glad that in real life we've been friends and sisters for 30 years, and probably even before that. Love you, Rae."
363,56,"I'm a newlywed, so I get to post stuff like this every once in a while :)"
364,58,"i love my familise, i love my kids."
365,60,free ipad!!!!!
366,60,i love old ladies with nose piercings. they keeps it real.
367,60,thinks that working graveyard sucks!!!!!!!!
368,60," Life is full of beauty. Notice it. Notice the bumble bee, the small child, and the smiling faces. Smell the rain, and feel the wind. Live your life to the fullest potential, and fight for your dreams.  ¦"
369,60,i need new music! what are people listening to these days?
370,60,happy birthday Jesus!!! thanx for the socks.
371,60,Is carving pumpkins.
372,60,has a job!!!
373,60,"i feel good, i feel great, feel wonderful, i feel good, i feel great i feel wonderful"
374,60,fuck you american express...fuck you
375,60,im so ronery. so ronery and sad.... im real ronery
376,60,7:00 in the morning and i just got off from work. god i hate my life
377,60,jalapeno cheetos are bomb!!!!!!!
378,60,skyler campbell + alcohol = disaster no worries man it happens to everyone.
379,62,"This is a great message! I love the presentation. If you haven't heard of ydraw you need to watch some of their videos, what a neat idea!"
380,62,I love this speech!
381,62,"What do all these things have in common? 
Yup i am having a GIRL!!!! i am so excited!"
382,62,Thanks so much to everyone who wished my a happy birthday!! It really made my day!!
383,62,Baby #3 on the way!!
384,63,Smiles for daddy!!!
385,63,Who's this cool guy?
386,63,Look at that freaking face!!!!!!!!
387,63,Tiny foots
388,63,Best day of my life right now.... My little girl is sleeping on my chest. Having a great day!
389,63,Left eye is gettin red... Better put my pj's on.
390,63,Love this truck.
391,63,Can't wait to go wheelin again...... :'(
392,63,"Got my guitar rig set up at home. Could really use a pick. Had the guitar since 2002, and it still looks great."
393,63,"Just wanted to thank all my family and friends in utah for all the help and fun I had last week. Thanks for the use of your homes, and for clocking in some quality time. Special thanks to Devin Brandt for making my yota run great and get me there and back safe every time. Those of you I didn't get to see... I'm sorry about that. I had a very full plate. I'll do better next time."
394,63,Can't sleep..... 6 more days until I leave Moses hole to visit home!
395,63,In need of some kind of change. Tired of the daily grind.
396,63,"Went to the store with whit, and now watching AMA supercross. Good weekend so far."
397,63,Pregnant whit
398,63,Flexin the ol yota. Sadly there are no good rocks to flex out on in this forsaken desert. But I will be in God's blessed desert in 5 weeks or so. Get ready St. George.
399,63,Busy busy busy. Lots on my mind right now... and I just found a razor blade or something massive in whits car tire. I thought it was a rock or something cuz I could hear it from inside the car as I drove.... Ya... Massive. Discount tire to the rescue soon.
400,63,Hates going to the doctor...
401,63,Got my retro 80's Toyota wheels on. Painted em myself. Couldn't be happier how they turned out. Little projects are awesome.
402,63,Dear utah..... I WANNA COME HOME!!!!!!!!!!!!!
403,63,Had a good day off with my wife. Ready for her birthday tomorrow.
404,64,This woman is my rock.. without her there is no meaning. I love you Wendy Rangel. Thank you for motivating me daily to be a better man. I am eternally yours. <3
405,64,So this just happened...! Btw..she said yes! I became the luckiest man alive the day they found me!! I love you Wendy Rangel! I am yours para siempre!!
406,64,Love it!
407,64,Please help if you can. We keep losing people. Let's help those who still have a chance!
408,64,If you could comprehend the level of skill and control....
409,64,Alex Stout is the best mechanic I know.
410,64,Another fun pool day with the kiddos! RIP to the flaming hot dogs. Good thing we had backups.
411,64,Manuel Pensamiento. Seriously! We couldn't even pick up the trash before snapping a shot?! Love and miss you brother.
412,64,Go tag your friends and share!!
413,64,All month. Thanks Alexis Hoskins for the inspiration. Ill set one aside for you to make you come see us.
414,64,Vote now! She is brilliant!!
415,64, i would take the Acai bowl although the green smoothie is very very good!
416,64,Love our espresso!
417,64,Just started reading Amory Wars. Never read a comic or graphic novel in my life. As a huge Coheed fanatic...mind blowing!
418,65,"i love my familise, i love my kids."
419,66,"The Big Cottonwood Marathon & Half is proud to announce that Julie Holm ran the 2013 Marathon on September 14, 2013. Go Big!"
420,66,he is he misses his jasy wasy... question... steve and jaime made the mose incredibly amazingly child of god... maybe we would too..??.. just a thought...
421,66, shes milk drunk
422,66,i know the only word he got right! ha ha i love him!!
423,66,the yittle duck story
424,66,Love!
425,67,Happy Birthday to the number 1 mama in the world. Love You!
426,67,New co pilot in the semi. Sun was in his eyes
427,67,Happy Birthday to this beautiful mama Larissa Jones. I love you! You are everything we need and more! Thanks for being the best Wife and mom in the world. ????????
428,67,Happy early anniversary to us!
429,67,This is where we are from. Love the valley. Especially this time a year!
430,67,This boy is growing up. Getting ready for family date night!
431,67,Baby face
432,67,Happy birthday to my daughter Ambria Jean Jones. Where has 8 years gone. She is so full of life and love and energy. I love you baby girl!
433,67,Ambria Jean wants to earn some spending money for our trip to lagoon. I think I'll hire her.
434,67,Im going to take the high road and not talk smack on the haters who told me no way!! . . . . . . . . NOT I told y'all LeBron goes to the Lakers. . man I can't even remember all the Bets I have to collect on.
435,67,"Happy mothers day to this beautiful mamma Larissa Jones she is the glue that keeps our crazy, loud, energetic family together! We love you"
436,67,I might have been wrong wanting to play the Jets over the Preds The way they're playing tonight. We're ready
437,67,Love having my co pilot on trips in the semi
438,67,Happy Birthday to this lovely lady. Larissa Jones I'm so proud to call her mine! She is the perfect mother an amazing wife and my best friend. I love you
439,67,So proud of this little lady. Took first place In the storytelling contest!!!
440,67,Happy Birthday to my old man Richard Jones so grateful for everything he does for our family and for our relationship love you pop.
441,69,Hearing the backlash about Sonic.
442,69,I love going out to eat and ending up next to the loudest douche trying to talk himself up to a girl who he barely lets talk.
443,69,Happy Star Wars day.
444,69,I need it to be the 7th of next month so we can be on that cruise ship! 
445,69,"I'm a simple man. I see Disneyland posts, I hit like."
446,69,So many frustrating points but still a good episode.
447,69,Everybody's going to die today!!!
448,69,"Humping the furniture
Burgling turds
Killing chickens"
449,69,Chae and I took the side by side for a little run down Warner Valley and I can't remember the last time I was so covered in dirt.
450,69,I hate April fools.
451,69,There is no diversity because we're all burning in the melting pot.
452,69,Get on the offensive and off the defensive.
453,69,We picked up my prescriptions and topped off the gas and we're on our way!
454,69,And now the clock in my truck says the right time again. I knew I just had to wait it out.
455,69,We got a new neighbor across from us and one of them is the tallest dude I think I've seen in person. He has to duck to get in the door.
456,69,"Meridith, you've slept with so many men you're starting to look like one. Boom! Roasted!"
457,69,That was a nuts game. NUTS!
458,69,"I have a nice comforter, a few cozy pillows, I usually read a chapter of a book, and it's lights out by 8:30, and *that's* how I sleep at night."
459,71,Finished installing this fun park for my client and now good friend. Here are few pictures of my endeavors.
460,71,I'm ready for the warm. Toronto is too cold for me.
461,71,"Time doth softly, sweetly glide...."
462,71,"This boy is one of my ""Why's."" I love the fact that my family gets to enjoy what I do for a living. On another note, Tyler has a pure look of satisfaction after conquering one of our wall panels."
463,71,Happy Valentine's Day to my better half. She is always there for me and supports all of my crazy ideas. I love you Rochelle.
464,71,Here is a video of the trampoline basketball lanes I installed in Wilmington Delaware. Everything turned out nicely.
465,71,"Reading ""The Compound Effect"" by Darren Hardy.

If you want success in your life, what better way than to learn from people who are successful. Make time for your own personal development my friends."
466,71,How do you start your day off? So much better than soda. Ask me how to get some free samples.
467,71,"End of month today! Great promotions and freebies today only! If you are ready to take charge of your health, let's do it together!"
468,71,"If you do tomorrow what you did today..... Would you get what you want? Don't be afraid to dream and make it happen. Sometimes for things to change for you, you need to change what you are doing."
469,71,Putting in a Herbalife order tonight. Let me know if you would like to get on a program or want some tea or some liftoff.
470,71,"If you want to be successful, you surround yourself with successful and positive people. Had an amazing call last night with millionaires while others were watching TV."
471,71,"""If it's to be, it's up to ME!"" Exactly what I needed tonight. Massive action, massive results! The Alex momentum train in on the move. Time to jump on to better your lives."
472,71,Heading over to a hip hop dance session if anyone is interested. It's free and a good way to burn the energy out of oneself or little ones.
473,71,Had a great time this afternoon hanging out with some stellar people!!!
474,71,"Who wants to go on a very short hike tomorrow evening to see some petroglyph panels up by ""The Ledges""? It is not a very strenuous hike, so it's good for all ages. Come and get some fresh air."
475,71,"I have the vision. I know what I want, and I'm going after it."
476,71,Energy level at maximum! Thank you NRG tea and Orange LiftOff. BEST DAY EVER!
477,72,A horse is not a home.
478,72,And I'm not happy and I'm not sad you did a bad thing.
479,72,Be jealous
480,72,I know what I'm good for.
481,72,Where's all the hot gamer chicks?
482,72,Love you more than you know.
483,72,Loooooove being lied to...
484,72,Love being ignored.
485,72,Need a friend right now:(
486,72,who the hell are you?? delete
487,72,Worse sleep ever.
488,72,"boo boo bee boo I'm a naked cowboy, wanna see me bum bum.... bum bum?"
489,72,"I'm up in the woods, I'm down on my mind."
490,72,Killin me softly
491,72,Sad day:( someone cheer me up.
492,72,Wind can suck it.
493,72,My fingers hurt
494,72,I farted.
495,72,I jus want my mind to forget everything and start over.
496,73,Right?! Me too!!!
497,73, I wish though! It's an old photo. Just reminiscing about tripping together. ??
498,74,I just wanna stay in bed!!! ????
499,74,When the radio is playing  sunny and 75  but this is my view and we are expecting at least 2 more inches today.. ??????
500,74,Happy Valentines Day!! ????
501,74,"I must say, I have some pretty awesome friends!! ??Thank y all for everything!! Had a great Birthday!.. donuts, kid-free car shopping, new car (thanks babe, I love it!), yummy dinner and cake!"
502,74,Not the best pictures.. but Hannah had so much fun at her first dance class. Thanks Kristie for putting together another great event!
503,74,Hannahs lovin bein a cowgirl! Thanks Nana and Papa.
504,74,I bet it was only in the 40s.. we didn t know what cold was yet!! ??
505,74,This is such an awesome bundle! Basically buy a warmer get 3 bars free! Which one would you choose?
506,74,We had Hannahs birthday party today.. thanks y all for coming and celebrating with our girl! We had fun and Hannah is loving all of her gifts!
507,74,"Happy 4th Birthday to our smart, silly, ridiculously fearless, beautiful girl! Love you Hannah! Can t believe you are 4 already!"
508,74,Trick or treating was cold!
509,74,"Today was a big day for Hannah!.. she lost her first tooth.
It has been loose since August and fell out naturally. We tried to keep it in til she turned 4.. but it got a little too loose and fell out while she was at school this morning."
510,74,Hannah s first day of preschool! She is soooo excited!
511,74,Enjoyed a stroll by the river for the Luminara walk!
512,74,Hannah had her first  big girl  dentist appointment today! She did soooo good! Way better than her last dentist appointment! Still no cavities ???????? but she already has a loose tooth!! ????
513,74,Unicorn lovers!! Check out this months warmer!
514,76,Thanks Everyone!!!!
515,78,Well I conquered my last finance class it was a tough one but I like a challenge! One more 2 week psychology class and I am DONE!!!
516,78,We just got a package from G. Bowcut! I love our ornament! And I'm excited for the chocolate countdown calendar! The boys had to make up the days they missed and eat 5 chocolates today!
517,78,I HATE driving in the snow!! And why does everyone here park on the damn curb? If I'm sliding around I'd rather hit a curb than a car! And of course it had to rain before we get dumped on with snow so everything is so slick!
518,78,Me and Tay playing in the snow! I'm afraid it's here to stay this time!
519,78,I feel so accomplished! I just got two assignments done tonite! Even after I got to be lazy all day and hang out with Rachael Curtiss!
520,78,Love my new coat just what I needed for these freezing winters! Thanks Nick Graff your the best you always know how to make me happy!!
521,78,I am beyond frustrated with my homework not my idea of a fun Sunday afternoon
522,78,"Deep cleaned my house today, got all my Christmas decorations up, and got caught up on homework....I'm exhausted!"
523,78,"Helping Dad at the rock shop! Boulders are future firepits, Taysons so scared of the forklift!:)"
524,78,Fun night trick or treating!! Happy Halloween!
525,78,Sent Nick Graff to the store for cream cheese...and this is what he came back with! Made my day!!
526,78,"Such a nice fall day today! Pumpkin patch, raking leaves, walk with the dog!"
527,78,Got a babysitter tonite... Going out to paint the town with Nick Graff!
528,78,First haircut in 10 years not done by somebody I know! Kay-Lee B. Marie I needed you! Just cut 3 in off it was driving me crazy!
529,78,I just love my puppy! She's nice and clean just got done taking a bath!
530,78,"Just finished up a 10 hour day of homework...two risk and return analysis papers later and I am DONE! Now to prepare for my final this week, it never ends!"
531,78,Just when I was losing hope about my paper... It hit me I understand how to do it! Now I'm on a roll! This investment portfolio class is killing me!!
532,78,Fun day with the family!!
533,79,"I know I change my picture a lot, I just can't find one I like."
534,80,Facebook your lame
535,80,Skype...who'd a thought
536,80,Some day lol
537,80,"Playas play, I boss."
538,80,"Sadly I need to find a new home for my dog precious. She's spade and house trained and good with other dogs as well as little kids. She's a good dog, no aggressiveness at all."
539,80,Anybody else having cell service issues...?
540,80,"craigslist is packed full of fraud, southern Utah should deeply consider using KSL.com classifieds"
541,80,Hematoma mmmmmm good fml
542,80,Happy Birthday to my amazing wife & best friend... love you alana
543,80,Everybody look directly at the sun...... !
544,80,Frank Sinatra your my hero
545,80,Keep all the phones in my inventory and ill sale em ... Dang! Lowell harris could manage inventory better then these bustas :)
546,80,dude eff the red cliffs mall
547,80,"I need advise, I need to get a book on the internet, any ideas?"
548,80,hard labor mmm good
549,80,Blackberry kicks ass
550,80,I hate to say it but I have to find a new home for my dog. If anyone is looking for a great dog lets know.
551,80,Money and family = Bullshit. never let it get in the way... Family+Forgive+Forget=Love..all you need is love in life not money.
552,80,Sucks the family is everywhere but here. Be bad ass if all where in the same city.
553,80,We came we saw we kicked its ass!
554,80,Bitch
555,81,Had some fun at the park today
556,81,Trying to stay busy while mom was getting her hair done..
557,81,Dylans first Halloween
558,81,We had a fun day while mom was at work
559,81,Rough day while mom was at work
560,81,He is a handsome Lil stud
561,81,To spoiled
562,81,Shaun Dylan Harney 7 pounds 11 ounces 20 inches happy healthy baby boy and proud momma
563,81,Happy birthday Gracie girl . Nice hat makes your uncle proud
564,85,My yiddle nixon
565,85,Its me I am that friend
566,85,MUST WATCH I FREAKING LOVE THIS GIRL however we tell Nixon to never hit back but this girls got it all figured out man
567,85,this is is in 40 years ha ha ha ha I'm the one on the phone calling just to bug you two lol
568,85,I love this one too thanks facebook memories
569,85,Awe helping uncle Allen so cute
570,85,So funny I literally cried
571,85,My favorite little cinco de mayo dress ever
572,85,Best friends make the very best Lovers ??
573,87,unstantext
574,90,the stupid train keeps going
575,90,cant we all just get along
576,90,it is soo hot
577,90,fun wait for a hour for nothing
578,90,"""you cant trust somebody who thinks you are crazy"""
579,90,tan tee how i hate you
580,90,so i dont know if i should post some things anyone know anything about this note app on here security wise?
581,90,"I ask that all legal gun owners put this on their wall. The Supreme Court of the United States has affirmed that the right to keep and bear arms is a fundamental right of the individual... If you believe in the 2nd amendment, and you are not afraid to show it, repost this!!!... I hope to see this re-posted by a lot of my friends"
582,90,its so freaking hot i dont know what to do with myself
583,90,i just downloaded skype
584,90,"""and he says I swear I'm not the devil but you think I am"""
585,90,I hate freaking roumours especially about something so serious
586,90,"Sometimes I wish I was elsewhere, anywhere"
587,90,Freedom was never free it's because of the rough men and women visit those that would do us harm
588,90,"It is said some lives are linked across time, connected by an ancient calling that echoes through the ages"
589,90,So I realized today I was a very mad little kid and the hate grew as I did and what was the natural remedy? Copenhagen who would have thunk it! Haha
590,90,I hate my car four hours of work pulled dash apart and steering column and still can't figure it out
591,91,It was an awesome year indeed!
592,91,We are looking for a few solid clients that would like some results like these below for their business. We do have health and wellness down but if you have a business in another niche lets chat and see what we can do
593,91,Whoa whoa whoa Nolan no need to take it back to 8th grade... hahaha
594,91,Kids are pretty awesome!
595,92,my hurr is getting too long again
596,92,good day for fun in the sun!
597,92,"today was a good day! thanks james, courtney, jojo and others. I know who my true friends are."
598,92,no work today. looks like I'm playing in the water again
599,92,I'm getting one of these next week
600,92,my ribs are all bruised from jumping off scetchy cliffs in to a scetchy river pool. It was well worth it
601,92,Hot tub at the condo where we stayed
602,93,I'm trying to start up a business and need some investors to help me out. I'm going to try and open it in March so if anyone wants to help me out and get a very good deal on the pay back let me know. Again I need so help from my friends and family on this business i'm starting up.
603,93,"My family do you or can you find picture of ?uncle chariles house?ff04? in Summit before the fire? I have a design for the new house that looks just like it, but I need a picture to make sure that the design is right. send the pictures to my email. bar_wc_ranch3@yahoo.com , thanks, Cory"
604,93,"My Gradution is today at 7pm. I am so happy to graduate, it has takin me 5 years to get an associates degree in drafting. Now I just need to find a job in drafting, (Houses, Buildings, Land, and Machanical)."
605,93,"Come out to the Washington Fair Grounds this weekend and support the kids at the Dixie Jr Livestock Show and Action. There will be alot of kids that live in this town. Come and buy a grain feed animal to put in your freeze or sell it back to support and the support animal well be sold to local food store in are area. Come out and have a fun time. Thursday 11am-5pm, Friday 9am-4pm, and Saturday 9am-3pm."
606,93,got a new computer for my architecture design. now im broke!!!
607,93,Just one of my favorite movies Rio Bravo
608,96,So many things happening. BRING IT ON! Me & my man can handle anything!
609,96,S.A.D. Nails lol
610,96,Going to a movie all by myself for the first time!
611,96,Going to go work out right now uugghh this is gonna be a toughy
612,96,Can't wait to see my family tonight! !
613,96,Bugged
614,96,I want an I phone!
615,96,Just had the funnest dinner ever!! Thanks everyone for such a good time!
616,96,I am so excited for tonight!! Dinner with the crew at chilis oohhhhh ya!!
617,96,I woke up this morning looking like cindy lou hew!
618,96,Everyone's having babies! I want one!!!
619,96,Woke up not feelin too fancy :(
620,96,Waiting for my lover to get home to a nice hot meal and the Christmas tree all lit up :)
621,96,Loved the movie "new years eve "! Now playing video games with Chris. Couldn't be happier
622,96,Today is going to be a long day but bring it on!!
623,96,Im getting my extentions out today eeee!
624,96,I swear 28 days out of the month my man is amazzzing!! Then there's the 2 days where I wish I could just lock him out uugghh.
625,97,It's good to be home!..... Again...
626,97,6 hours on a plane. Middle seat. Perfect.
627,97,Time to come home. Goodbye east coast.
628,97,Driving through New York City in the back of a car my mom is behind the wheel of.. Freighting..
629,97,Life satisfaction for nerds
630,97,I haven't been in Ohio since 1986. It feels good to be back.
631,97,"I'm listening to Shiny Toy Guns, loving it, and I'm not ashamed."
632,97,Coming home never felt so good...
633,97,This corn maze is confusing..
634,97,Who's down for "Paranormal Activity" tomorrow night (Thursday) at midnight??
635,99,December Winners????
636,99, Lol babe!!!! We learned something new today!
637,99,Pumpkin chuckin!!!
638,99, I am proud of you too! I am so grateful for the man you are today! I love you Bri
639,99,Oh my gosh! I have tears in my eyes! I love that babe!
640,102," Thank you, I love you all ??"
641,102,Love and miss you grandma
642,103,learning guitar is very hard and it hurts my fingers but mabey one day a song will come out of it
643,103,to much for lunch now I feel sick yuck
644,103,is having sad hart problems missin my friends in utah
645,103,I. should not be at the grocery store on christmas eve this place is carzy
646,103,i finally got my real engagement ring its sooo pretty
647,103,saras new favrite CD war paint by the black crowes go and by now unless ur lame and like crappy music :)
648,103,2 more days till utah oh utah i have a love hate relationship with you but its mostly hate
649,103,who here still has no idea what they want to do with their life? please dont let me be the only one
650,103,I want to make a snow man soooo bad
651,103,awww poor drunk clifford at least its not me this time
652,103,Off to work again not sure if I'm going to make it through the day  :-(
653,103,I hate being SICK!!!!!
654,103,Damn you cold weather! Feeling a skim itch
655,103,Stressing! Doesn't look like this eye twitch will be going away anytime soon
656,103,"Trying to get done work done with a teething baby, not an easy task"
657,103,Gahhh walking dead you make me crazy!
658,103,Ughhhh Christmas you have left me so fat! You beautiful jerk
659,108,"i love my familise, i love my kids."
660,109,"i love my familise, i love my kids."
661,110,This is a bittersweet moment for us. We listed our home last night.We are nervous and excited for our next adventure! We had two showings our first day. :) If you know anyone looking have them check it out and call us if they would like to walk through. Thank u all!
662,110,Woo woo!!! Go Utes!!! ????
663,110,Rest in Paradise Rossko!!! This community and your blue family miss you sweet boy! ?????????? ??
664,110,Please like my my comment in the original post and follow directions to nominate Rudy for a free massage from Melted Massage! ??
665,110,My heart is so sad! Prayers for Baton Rouge!
666,110,"There is so much ignorance in this country! I have a lot of opinions that I won't share, but in light of recent events, I thought I would share this text that I got from my sweet husband this evening."
667,110,Prayers for our family in blue!!! This country is broken! 
668,110,"I use to babysit Noah and his little sister Gracie! I grew up next to his Grandparents and got to know Noah's parents, Curt and Amy quite well! Thoughts and prayers to this amazing family! Noah will me missed!"
669,110,So I usually don't post much... Especially when it comes to politics. Check this out...
670,110,"""Behind my badge is a heart like yours. I bleed, I think, I love, and yes I can be killed. And although I am but one man, I have thousands of brothers and sisters who are the same as me. They will lay down their lives for me, and I them. We stand watch together. The thin-blue-line, protecting the prey from the predators, the good from the bad. We are the police."""
671,111,Never a dull moment in conversation catching up with these dolls
672,111,Just going to put it out there once. I don't like the 3D fiber lash trend. I just feel like they look gooey and icky. Kind of like you haven't washed your eye make up off in 2 months. Just saying.....
673,111,"Hey, anyone going to st George the 8th, 9th, or 10th or this month? I'd live to hitch a ride, just need a ride south"
674,111,Just counting down the days until I get to use my birthday present from Michael Rex. Its maybe only like 13 days until the Keith Urban concert. You could say I'm kind of excited.
675,111,"Here's your chance to win, just repost with the hashtag #jftsgiveaway and tag 4 friends. Thats all you have to do to qualify to win a free beautiful organic sunless tan, or gel nail service!! Thanks for your support!"
676,111,"Friends, I've got a favor to ask! Mike and I are making some changes at our house this summer. One big change is getting licensed to be a foster family. We will be furnishing our basement, including 2 bedrooms and a living room. I am looking for gently used furniture to use, dressers, mattresses for twin beds, etc. So anything you are looking to sell or give to the D.I. I'd possibly be willing to take off your hands :) Thanks in advance!"
677,111,This dress is gorgeous!! Perfect for a summer wedding!!
678,111,"Friday night home alone, how do I wisely use this time? Pretty much just want to order Chinese from JOYLUCK and sit in front of the tube. Too bad no one is here to join"
679,111,"Awesome dinner tonight! I made a cafe Rio soup replica- TASTY! And, even though the last thing I need is another treat I made very fattening very delicious Oreo truffles."
680,111,Anyone going to slc tonight?? And want to let me hitch a ride?
681,111,Any of you have a car Dolly I could borrow for the weekend..... or week depending on which end of the state u live? :)
682,111,So in love with the snow in my yard!
683,111,Alright bring on my first day at the new office. I'm a little sick but way stoked!
684,111,"So, already got the call back and guess what??? I GOT THE JOB!!!! wahoo!"
685,111,"OK. First job interview is over. Now waiting for the call, the crappy part."
686,111,My brother Peter Neilson - he is just plain funny. I basically love listening to him just cause he makes me laugh even when he doesn't mean to! Sooo great
687,111,"Ready, set, move! Oooh wait. That's not until tomorrow. I'm ready tho- wish we could get in the truck now."
688,111,Last day at the dentist office and first day at the home office. Its definitely going to be different....
689,111,"If the grass looks greener on the other side, Maybe its because you aren't taking care of your own grass- unknown"
690,111,"Well I'm finally ready to admit that I'm excited to move. Bring on the change and the new adventure. That's what everyone keeps telling me this is, an adventure."
691,111,So excited to have some Good dinner and chat time with Good ol friends
692,112,Sometimes it's easy to lose faith in people. And sometimes one small act of kindness is all it takes to give you hope again.....
693,112,It makes me so happy and proud to sit and listen to Brody read his books to me that I've been reading to him since he was a baby :)
694,112,Me and Stef sledding down the hill together = priceless
695,112,Wish the hubby and I could have a date night.. It's been waaaaay to long... But that would involve a babysitter and we don't have one... Guess we will be creative ;)
696,112,Making homemade cafe rio for dinner... Yummm :)
697,112,Our fun little mess we made on Sunday !!!
698,112,"It's not what we have in life, but who we have in our life that matters !!!"
699,112,Yah the drums they swing low and the trumpets they go ....... ????????
700,112,Hubby's taking our lil fam bam to buy a few new Christmas decorations and then were gonna spend the day decorating and getting all holly jolly !!
701,112,"Dinners done, kids are bathed and still an hour and a half until bedtime.. Guess we will snuggle on the couch and watch The Lorax..."
702,112,Went and watched my nephew in a skate comp.. And it seriously brought tears to my eyes how much he's grown up.. And btw he rocked it and took 3rd ;)
703,112,"Happiness doesn't come through selfishness, but through selflessness. Everything you do comes back around !!"
704,112,I take pride in being a good person !!! I do and say nice things to people cause I like to see them happy and smile !!! I choose to be around other positive people. I don't give anyone a reason to hate me.. They create their own little drama of pure jealousy ..
705,112,To damn close to home !!! Stupid lightning !! Hope they get it out fast !!!!
706,112,Today my Brody shocked me !!! He is growing up !! He had the choice of going to an Easter egg hunt or going to work with dad and shooting bb's after .. He chose to go with dad :) sure do love my lil man :)
707,112,"The happiest people don't have the best of everything
They just make the best of everything ??"
708,112,"I'm a little late, but thanks so much to all of my awesome friends and family that wished me Happy Birthday :) It was an awesome day and I was completely spoiled :)"
709,112,I don't know if it's in the air today.... But DANG DO my kids sure have their sassy pants on.... BEDTIME...
710,112,"What an awesome day we had celebrating my lil mans 7th birthday... We had a tie dye party, pizza, tie dyed shirts, and ate tie dyed cupcakes... Accompanied by the best of friends... Happy birthday Brody!!!"
711,115,Going to the cabin this weekend! first time this summer....cant wait(e)! hehe!
712,115,Today is gonna be a good day! Our new AC unit is FINALLY here and there going to install it this afternoon! maybe ill finally get some good sleep tonight!
713,115,Loved the thunder/lighting storm last night! I just wish the rain would have stuck around a little longer!
714,115,It either needs to rain or clear up.. im sick of the humidity and no rain and i DESPERATELY need to wash my car but cant because the sky keeps threatening me.....GURR!!!
715,115,No sleep last night is making for a EXTREAMLY long thrusday!
716,115,I hate summer! It brings all the tourists to town that cant drive!
717,115,I must say that I'm pretty good at multitasking...I can screw up several things at the same time!
718,115,Sick of stupid people and there ignorance!
719,115,Hates the fact that its flippin freezin here yet we get no perks of snow  :(
720,115,Please keep your eyes open for this bike.. people suck.
721,115,"It's as valid now as it was 8 years ago... these kiddos like to make me feel nauseous! Oh well, 6 more weeks till D-Day (delivery day that is!)"
722,117,Diggin the new 5FDP album fuckin sick
723,117,I think I just shit my pants
724,117,"Just when I feel everything is shit, one person always makes me feel it's worth it. Thanks Shayla"
725,117,Horse-shit and Hand-granades
726,117,I hate being sick
727,117,"Did you here the one about me givin a shit? Cause if I ever did, I don't remember it!"
728,117,Feel like hell today
729,117,Dead Island
730,117,"strangle strangle, laugh uncrontrollably."
731,117,my back is fucked. ouch.
732,117,"just got into a car wreck, FUCKIN OWW!!"
733,117,HOLY SHIT!!!! that take skill
734,117,I'm sick of everybodies negative posts all the time. From now on anytime someone has a negative post they will be automatically deleted.
735,117,Pop Quiz! Who is the biggest asshole you know?
736,117,THE EAGLES ARE THE SHIT
737,117,I'm.....dying........Squirtle
738,120,"i love my familise, i love my kids."
739,123,CARSON TOOK 5 STEPS!! YAY HE WILL BE EVEN MORE IN TO EVERYTHING!!
740,123,Happy Tax day everyone! Yay...I hopefully will be seeing more of my hubby now!!! (=
741,123,I can offically say that I feel like I have let myself go!! I hate feeling ugly!!!
742,123,So....I locked myself out of my house and had to break in the back door....Today has been an awesome day!!! NOT!!
743,123,Dang!! My baby boy is such a good baby!!! I love him lots!!
744,123,I have decided I don't want twins!! I watch my nephew a couple of days a week and Carson and him are a month apart!! I don't think I could do it 24/7!! It is tough work!!
745,123,Last night I was putting Carson to bed and I walked in his room to find him standing in his crib!! It scared me and made me laugh all at the same time!!
746,123,Oh my goodness!!! Has anyone ever made t-bone steaks in a crockpot? I made some tonight and the meat was falling off the bone!!! Soooooooo YUMMY!!!!
747,123,I make fluffy tutus if anyone is interested...I can make them to your specific color or themes too!! I have example pics on my photos!!
748,123,WE JUST FOUND OUT THAT JEFF PASSED HIS CPA EXAM!!! HOORAY!!!
749,123,I hate when my poor baby is sick!!! He sounds awful!!! Its hard being a mom.....especially when you are sick too!!!
750,123,Oh my....I feel amazing! CARSON SLEPT THRU THE NIGHT LAST NIGHT!!
751,123,I just gave Carson his first real haircut and he hated every minute of it!!!
